 ticker_symbol | expiration_date | strike_price | side |  delta  | gamma  |  theta  |   vega   |   iv   |  bid   |  ask   | volume |   oi   | probability_of_profit | probability_of_touch | implied_move |  skew  | skew_delta | percentile_rank_iv | percentile_rank_delta | elasticity | notional_value_oi |       mid_price        | price_distance_to_strike |   computed_elasticity    |    delta_vega_ratio     | delta_status | gamma_status |           theta_status            | vega_status | iv_status | pop_status | pot_status |     pop_delta_consistency      |       delta_price_consistency       | bid_ask_consistency | skew_status |     skew_delta_status     |     elasticity_status      |             delta_vega_status              | iv_percentile_status | delta_percentile_status |                   status                   
 AAPL          | 2025-04-17      |       340.00 | Call |  0.0210 | 0.0010 | -0.0080 |   7.1720 | 0.2350 |   0.23 |   0.27 |     68 |    330 |                0.5198 |               0.0420 |       0.1319 |        |            |             0.3256 |                0.1163 |     0.0476 |     11220000.0000 | 0.25000000000000000000 |                    84.85 |  21.43260000000000000000 |  0.00292805354155047407 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       245.00 | Call |  0.6480 | 0.0100 | -0.0670 |  53.4890 | 0.2370 |  20.55 |  21.20 |     84 |   7677 |                0.6702 |               1.0000 |       0.1330 | 1.0395 |     0.9930 |             0.3372 |                0.5930 |     0.0154 |    188086500.0000 |    20.8750000000000000 |                   -10.15 |       7.9203449101796407 |  0.01211464039335190413 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       335.00 | Call |  0.0250 | 0.0020 | -0.0090 |   8.3460 | 0.2380 |   0.28 |   0.51 |     10 |    637 |                0.5251 |               0.0500 |       0.1336 |        |            |             0.3488 |                0.1395 |     0.0800 |     21339500.0000 | 0.39500000000000000000 |                    79.85 |  16.14873417721518987342 |  0.00299544692068056554 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       240.00 | Call |  0.6900 | 0.0090 | -0.0680 |  50.8260 | 0.2440 |  24.25 |  24.65 |    124 |   4733 |                0.6791 |               1.0000 |       0.1370 | 0.9569 |     0.9850 |             0.3721 |                0.6163 |     0.0130 |    113592000.0000 |    24.4500000000000000 |                   -15.15 |       7.2005521472392638 |  0.01357572895762011569 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       305.00 | Put  | -0.8880 | 0.0060 | -0.0130 |  27.4640 | 0.2490 |  48.80 |  52.20 |      1 |      1 |                0.9716 |               1.0000 |       0.1398 | 1.1801 |    -0.9750 |             0.3837 |                0.7674 |    -0.0068 |        30500.0000 |    50.5000000000000000 |                    49.85 |      -4.4865980198019802 | -0.03233323623652781823 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-04-17      |       235.00 | Call |  0.7330 | 0.0080 | -0.0660 |  47.3960 | 0.2490 |  26.40 |  30.00 |     56 |   2790 |                0.6896 |               1.0000 |       0.1398 | 1.0289 |     0.9720 |             0.3837 |                0.6395 |     0.0109 |     65565000.0000 |    28.2000000000000000 |                   -20.15 |       6.6320904255319149 |  0.01546544012152924297 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       230.00 | Put  | -0.2010 | 0.0080 | -0.0400 |  40.4680 | 0.2520 |   4.00 |   4.20 |    232 |   2894 |                0.8654 |               0.4020 |       0.1415 | 0.9844 |    -0.9710 |             0.4070 |                0.4070 |    -0.0398 |     66562000.0000 |     4.1000000000000000 |                   -25.15 |     -12.5085731707317073 | -0.00496688741721854305 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       310.00 | Put  | -0.8930 | 0.0050 | -0.0130 |  26.5200 | 0.2530 |  53.30 |  57.35 |      1 |      1 |                0.9723 |               1.0000 |       0.1420 | 1.1767 |    -0.9630 |             0.4186 |                0.7907 |    -0.0056 |        31000.0000 |    55.3250000000000000 |                    54.85 |      -4.1183723452327158 | -0.03367269984917043741 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-04-17      |       240.00 | Put  | -0.2950 | 0.0100 | -0.0470 |  49.7020 | 0.2550 |   6.05 |   8.10 |    321 |   4613 |                0.8856 |               0.5900 |       0.1431 | 1.0451 |    -0.9850 |             0.4302 |                0.4651 |    -0.0339 |    110712000.0000 |     7.0750000000000000 |                   -15.15 |     -10.6387632508833922 | -0.00593537483401070379 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       230.00 | Call |  0.7700 | 0.0070 | -0.0630 |  43.7030 | 0.2560 |  30.30 |  33.75 |    168 |   1638 |                0.7001 |               1.0000 |       0.1437 | 1.0159 |     0.9710 |             0.4419 |                0.6512 |     0.0091 |     37674000.0000 |    32.0250000000000000 |                   -25.15 |       6.1347540983606557 |  0.01761892776239617418 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       225.00 | Put  | -0.1630 | 0.0070 | -0.0360 |  35.4280 | 0.2580 |   3.25 |   3.40 |     58 |   3209 |                0.8542 |               0.3260 |       0.1448 | 0.9520 |    -0.9530 |             0.4651 |                0.3837 |    -0.0429 |     72202500.0000 |     3.3250000000000000 |                   -30.15 |     -12.5081052631578947 | -0.00460088065936547364 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       220.00 | Put  | -0.1370 | 0.0060 | -0.0330 |  31.5510 | 0.2660 |   2.64 |   2.80 |   3203 |   3745 |                0.8452 |               0.2740 |       0.1493 | 1.0391 |    -0.9600 |             0.4767 |                0.3721 |    -0.0438 |     82390000.0000 |     2.7200000000000000 |                   -35.15 |     -12.8513051470588235 | -0.00434217615923425565 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       215.00 | Put  | -0.1140 | 0.0050 | -0.0310 |  27.7690 | 0.2790 |   2.21 |   2.32 |     26 |   4377 |                0.8340 |               0.2280 |       0.1566 | 1.0257 |    -0.9560 |             0.5116 |                0.3488 |    -0.0439 |     94105500.0000 |     2.2650000000000000 |                   -40.15 |     -12.8419867549668874 | -0.00410529727393856459 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       210.00 | Put  | -0.0930 | 0.0040 | -0.0280 |  23.9780 | 0.2900 |   1.85 |   1.94 |     19 |   5806 |                0.8235 |               0.1860 |       0.1628 | 0.9446 |    -0.9550 |             0.5233 |                0.3256 |    -0.0430 |    121926000.0000 |     1.8950000000000000 |                   -45.15 |     -12.5218733509234828 | -0.00387855534239719743 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       205.00 | Put  | -0.0770 | 0.0030 | -0.0250 |  20.8930 | 0.2980 |   1.34 |   1.81 |     28 |   6895 |                0.8138 |               0.1540 |       0.1673 | 0.9401 |    -0.9530 |             0.5349 |                0.3023 |    -0.0390 |    141347500.0000 |     1.5750000000000000 |                   -50.15 |     -12.4740000000000000 | -0.00368544488584693438 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       200.00 | Put  | -0.0650 | 0.0030 | -0.0230 |  18.2590 | 0.3070 |   1.12 |   1.38 |     70 |   5455 |                0.8055 |               0.1300 |       0.1723 | 0.9417 |    -0.9550 |             0.5465 |                0.2791 |    -0.0462 |    109100000.0000 | 1.25000000000000000000 |                   -55.15 | -13.26780000000000000000 | -0.00355988827427569965 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       195.00 | Put  | -0.0550 | 0.0020 | -0.0210 |  16.0010 | 0.3270 |   0.91 |   1.39 |     17 |   1124 |                0.7951 |               0.1100 |       0.1835 | 0.9370 |    -0.9480 |             0.5930 |                0.2558 |    -0.0364 |     21918000.0000 | 1.15000000000000000000 |                   -60.15 | -12.20282608695652173913 | -0.00343728516967689519 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       190.00 | Put  | -0.0460 | 0.0020 | -0.0190 |  14.0280 | 0.3410 |   0.76 |   1.22 |     13 |   1665 |                0.7823 |               0.0920 |       0.1914 | 0.9118 |    -0.9530 |             0.6047 |                0.2442 |    -0.0435 |     31635000.0000 | 0.99000000000000000000 |                   -65.15 | -11.85545454545454545455 | -0.00327915597376675221 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       185.00 | Put  | -0.0400 | 0.0020 | -0.0180 |  12.3200 | 0.3530 |   0.83 |   0.90 |      1 |   1512 |                0.7696 |               0.0800 |       0.1981 | 0.8209 |    -0.9550 |             0.6279 |                0.2209 |    -0.0500 |     27972000.0000 | 0.86500000000000000000 |                   -70.15 | -11.79884393063583815029 | -0.00324675324675324675 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       180.00 | Put  | -0.0340 | 0.0010 | -0.0160 |  10.9280 | 0.3720 |   0.65 |   0.98 |     40 |   1747 |                0.7592 |               0.0680 |       0.2088 | 0.9185 |    -0.9530 |             0.6395 |                0.1977 |    -0.0294 |     31446000.0000 | 0.81500000000000000000 |                   -75.15 | -10.64429447852760736196 | -0.00311127379209370425 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       175.00 | Put  | -0.0290 | 0.0010 | -0.0150 |   9.6580 | 0.3830 |   0.65 |   0.70 |    218 |    948 |                0.7464 |               0.0580 |       0.2150 | 0.8132 |    -0.9580 |             0.6628 |                0.1744 |    -0.0345 |     16590000.0000 | 0.67500000000000000000 |                   -80.15 | -10.96200000000000000000 | -0.00300269206875129426 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       170.00 | Put  | -0.0260 | 0.0010 | -0.0140 |   8.6160 | 0.4020 |   0.58 |   0.63 |      1 |   1451 |                0.7345 |               0.0520 |       0.2256 | 0.8933 |    -0.9630 |             0.6744 |                0.1512 |    -0.0385 |     24667000.0000 | 0.60500000000000000000 |                   -85.15 | -10.96512396694214876033 | -0.00301764159702878366 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       165.00 | Put  | -0.0260 | 0.0010 | -0.0160 |   8.8490 | 0.4210 |   0.12 |   0.95 |      1 |   1521 |                0.7345 |               0.0520 |       0.2363 | 0.8663 |    -0.9660 |             0.6977 |                0.1512 |    -0.0385 |     25096500.0000 | 0.53500000000000000000 |                   -90.15 | -12.39981308411214953271 | -0.00293818510566165668 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       160.00 | Put  | -0.0210 | 0.0010 | -0.0130 |   7.2660 | 0.4370 |   0.46 |   0.50 |    101 |   2339 |                0.7143 |               0.0420 |       0.2453 | 0.8918 |    -0.9680 |             0.7209 |                0.1163 |    -0.0476 |     37424000.0000 | 0.48000000000000000000 |                   -95.15 | -11.16281250000000000000 | -0.00289017341040462428 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       155.00 | Put  | -0.0170 | 0.0010 | -0.0110 |   6.0930 | 0.4530 |   0.22 |   0.65 |     10 |    199 |                0.6889 |               0.0340 |       0.2543 | 0.9321 |    -0.9650 |             0.7442 |                0.0930 |    -0.0588 |      3084500.0000 | 0.43500000000000000000 |                  -100.15 |  -9.97137931034482758621 | -0.00279008698506482849 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       150.00 | Put  | -0.0150 | 0.0000 | -0.0110 |   5.4690 | 0.4690 |   0.37 |   0.41 |    146 |    780 |                0.6761 |               0.0300 |       0.2633 | 0.7856 |    -0.9660 |             0.7558 |                0.0814 |     0.0000 |     11700000.0000 | 0.39000000000000000000 |                  -105.15 |  -9.81346153846153846154 | -0.00274273176083379046 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       145.00 | Put  | -0.0200 | 0.0010 | -0.0160 |   7.1130 | 0.4890 |   0.32 |   0.40 |     14 |     36 |                0.7053 |               0.0400 |       0.2745 | 0.9209 |    -0.9740 |             0.8023 |                0.1047 |    -0.0500 |       522000.0000 | 0.36000000000000000000 |                  -110.15 | -14.17500000000000000000 | -0.00281175312807535498 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           | Error: Negative Elasticity |                                            |                      |                         | Error: Negative Elasticity
 AAPL          | 2025-04-17      |       135.00 | Put  | -0.0100 | 0.0000 | -0.0090 |   3.9380 | 0.5290 |   0.27 |   0.31 |      1 |   1108 |                0.6500 |               0.0200 |       0.2969 | 0.8176 |    -0.9720 |             0.8372 |                0.0581 |     0.0000 |     14958000.0000 | 0.29000000000000000000 |                  -120.15 |  -8.79827586206896551724 | -0.00253936008125952260 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       145.00 | Call |  0.9540 | 0.0010 | -0.0470 |  13.8360 | 0.5310 | 110.00 | 114.35 |     15 |     58 |                0.8556 |               1.0000 |       0.2981 | 1.0859 |     0.9740 |             0.8488 |                0.9186 |     0.0010 |       841000.0000 |   112.1750000000000000 |                  -110.15 |       2.1699407176287051 |  0.06895056374674761492 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       125.00 | Put  | -0.0080 | 0.0000 | -0.0080 |   3.2670 | 0.5460 |   0.01 |   0.32 |      1 |     36 |                0.6320 |               0.0160 |       0.3065 | 0.7948 |    -0.9740 |             0.8605 |                0.0116 |     0.0000 |       450000.0000 | 0.16500000000000000000 |                  -130.15 | -12.37090909090909090909 | -0.00244872972145699418 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       130.00 | Put  | -0.0090 | 0.0000 | -0.0080 |   3.5980 | 0.5500 |   0.22 |   0.29 |      1 |     14 |                0.6425 |               0.0180 |       0.3087 | 0.8436 |    -0.9740 |             0.8721 |                0.0349 |     0.0000 |       182000.0000 | 0.25500000000000000000 |                  -125.15 |  -9.00529411764705882353 | -0.00250138966092273485 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       150.00 | Call |  0.9510 | 0.0010 | -0.0480 |  14.7020 | 0.5970 | 106.85 | 109.50 |      1 |    132 |                0.8474 |               1.0000 |       0.3351 | 1.2729 |     0.9660 |             0.8837 |                0.9070 |     0.0011 |      1980000.0000 |   108.1750000000000000 |                  -105.15 |       2.2431028426161313 |  0.06468507686029111685 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       115.00 | Put  | -0.0080 | 0.0000 | -0.0080 |   3.1450 | 0.6060 |   0.14 |   0.20 |      6 |     17 |                0.6320 |               0.0160 |       0.3402 | 0.8267 |    -0.9800 |             0.8953 |                0.0116 |     0.0000 |       195500.0000 | 0.17000000000000000000 |                  -140.15 | -12.00705882352941176471 | -0.00254372019077901431 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       120.00 | Put  | -0.0090 | 0.0000 | -0.0090 |   3.4410 | 0.6190 |   0.17 |   0.41 |      2 |     15 |                0.6425 |               0.0180 |       0.3475 | 0.8585 |    -0.9810 |             0.9070 |                0.0349 |     0.0000 |       180000.0000 | 0.29000000000000000000 |                  -135.15 |  -7.91844827586206896552 | -0.00261551874455100262 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       110.00 | Put  | -0.0050 | 0.0000 | -0.0050 |   2.0180 | 0.6280 |   0.13 |   0.18 |      1 |     96 |                0.6058 |               0.0100 |       0.3525 | 0.8062 |    -0.9780 |             0.9186 |                0.0000 |     0.0000 |      1056000.0000 | 0.15500000000000000000 |                  -145.15 |  -8.23064516129032258065 | -0.00247770069375619425 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-04-17      |       140.00 | Call |  0.9580 | 0.0010 | -0.0450 |  12.9040 | 0.6420 | 116.55 | 119.15 |      7 |     87 |                0.8654 |               1.0000 |       0.3604 | 1.2638 |     0.9700 |             0.9302 |                0.9302 |     0.0010 |      1218000.0000 |   117.8500000000000000 |                  -115.15 |       2.0741086126431905 |  0.07424054556726596404 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       135.00 | Call |  0.9620 | 0.0010 | -0.0440 |  12.0110 | 0.6470 | 121.45 | 123.55 |      8 |     21 |                0.8796 |               1.0000 |       0.3632 | 1.2231 |     0.9720 |             0.9419 |                0.9419 |     0.0010 |       283500.0000 |   122.5000000000000000 |                  -120.15 |       2.0037085714285714 |  0.08009324785613187911 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       130.00 | Call |  0.9650 | 0.0010 | -0.0420 |  11.1540 | 0.6520 | 126.25 | 128.05 |      1 |    130 |                0.8863 |               1.0000 |       0.3660 | 1.1855 |     0.9740 |             0.9535 |                0.9535 |     0.0010 |      1690000.0000 |   127.1500000000000000 |                  -125.15 |       1.9364510420762878 |  0.08651604805450959297 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       125.00 | Call |  0.9660 | 0.0010 | -0.0420 |  10.7170 | 0.6870 | 130.85 | 133.30 |     12 |     74 |                0.8893 |               1.0000 |       0.3856 | 1.2582 |     0.9740 |             0.9651 |                0.9651 |     0.0010 |       925000.0000 |   132.0750000000000000 |                  -130.15 |       1.8661737649063032 |  0.09013716525146962769 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       120.00 | Call |  0.9720 | 0.0000 | -0.0380 |   9.2370 | 0.7210 | 135.85 | 138.15 |      1 |     14 |                0.9147 |               1.0000 |       0.4047 | 1.1648 |     0.9810 |             0.9767 |                0.9767 |     0.0000 |       168000.0000 |   137.0000000000000000 |                  -135.15 |       1.8102613138686131 |  0.10522897044494965898 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       115.00 | Call |  0.9720 | 0.0000 | -0.0400 |   9.3010 | 0.7330 | 140.65 | 143.00 |      5 |      7 |                0.9147 |               1.0000 |       0.4114 | 1.2096 |     0.9800 |             0.9884 |                0.9767 |     0.0000 |        80500.0000 |   141.8250000000000000 |                  -140.15 |       1.7486747752511898 |  0.10450489194710246210 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-04-17      |       110.00 | Call |  0.9730 | 0.0000 | -0.0400 |   8.9610 | 0.7790 | 146.00 | 147.60 |     10 |    253 |                0.9177 |               1.0000 |       0.4373 | 1.2404 |     0.9780 |             1.0000 |                1.0000 |     0.0000 |      2783000.0000 |   146.8000000000000000 |                  -145.15 |       1.6911508855585831 |  0.10858163151433991742 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-06-20      |       285.00 | Put  | -0.7400 | 0.0090 | -0.0200 |  58.1090 | 0.2070 |  31.25 |  34.05 |      8 |     20 |                0.9506 |               1.0000 |       0.1450 | 0.9409 |    -1.0150 |             0.0000 |                0.6466 |    -0.0122 |       570000.0000 |    32.6500000000000000 |                    29.85 |      -5.7828790199081164 | -0.01273468825827324511 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-06-20      |       290.00 | Put  | -0.7920 | 0.0080 | -0.0140 |  51.3490 | 0.2090 |  35.30 |  38.60 |     15 |     48 |                0.9589 |               1.0000 |       0.1464 | 0.9676 |    -1.0330 |             0.0086 |                0.6724 |    -0.0101 |      1392000.0000 |    36.9500000000000000 |                    34.85 |      -5.4689797023004060 | -0.01542386414535823482 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-06-20      |       275.00 | Put  | -0.6590 | 0.0100 | -0.0250 |  65.7340 | 0.2090 |  23.55 |  26.90 |      1 |      5 |                0.9394 |               1.0000 |       0.1464 | 0.9457 |    -1.0230 |             0.0086 |                0.6034 |    -0.0152 |       137500.0000 |    25.2250000000000000 |                    19.85 |      -6.6657621407333994 | -0.01002525329357714425 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-06-20      |       280.00 | Put  | -0.7040 | 0.0100 | -0.0220 |  61.8770 | 0.2110 |  27.65 |  30.25 |      1 |     52 |                0.9454 |               1.0000 |       0.1478 | 0.9679 |    -1.0250 |             0.0259 |                0.6207 |    -0.0142 |      1456000.0000 |    28.9500000000000000 |                    24.85 |      -6.2046839378238342 | -0.01137741002311036411 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-06-20      |       295.00 | Call |  0.2190 | 0.0070 | -0.0360 |  52.9590 | 0.2150 |   4.70 |   4.85 |     16 |    245 |                0.5969 |               0.4380 |       0.1506 |        |            |             0.0345 |                0.4310 |     0.0320 |      7227500.0000 |     4.7750000000000000 |                    39.85 |      11.7021675392670157 |  0.00413527445759927491 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-06-20      |       265.00 | Call |  0.4630 | 0.0090 | -0.0530 |  71.1890 | 0.2150 |  12.20 |  14.50 |    572 |    657 |                0.6372 |               0.9260 |       0.1506 | 0.9862 |     1.0150 |             0.0345 |                0.5345 |     0.0194 |     17410500.0000 |    13.3500000000000000 |                     9.85 |       8.8490224719101124 |  0.00650381379145654525 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2025-06-20      |       290.00 | Call |  0.2410 | 0.0080 | -0.0370 |  55.7950 | 0.2160 |   5.65 |   5.90 |     59 |   4221 |                0.5999 |               0.4820 |       0.1513 | 1.0335 |     1.0330 |             0.0517 |                0.4397 |     0.0332 |    122409000.0000 |     5.7750000000000000 |                    34.85 |      10.6478181818181818 |  0.00431938345729904113 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2025-06-20      |       300.00 | Call |  0.1880 | 0.0070 | -0.0330 |  48.2950 | 0.2170 |   3.80 |   4.00 |    432 |  18915 |                0.5901 |               0.3760 |       0.1520 |        |            |             0.0603 |                0.4138 |     0.0372 |    567450000.0000 |     3.9000000000000000 |                    44.85 |      12.2995384615384615 |  0.00389274251992959934 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-06-20      |       265.00 | Put  | -0.5520 | 0.0100 | -0.0320 |  70.8770 | 0.2180 |  18.80 |  19.65 |    180 |     29 |                0.9274 |               1.0000 |       0.1527 | 1.0140 |    -1.0150 |             0.0690 |                0.5603 |    -0.0181 |       768500.0000 |    19.2250000000000000 |                     9.85 |      -7.3260234070221066 | -0.00778814001721291815 |              |              |                                   |             |           |            |            | Error: POP mismatch with Delta | Error: ITM Put with Positive Delta  |                     |             | Error: Invalid Delta Skew | Error: Negative Elasticity |                                            |                      |                         | Error: POP mismatch with Delta
 AAPL          | 2025-06-20      |       280.00 | Call |  0.3210 | 0.0090 | -0.0440 |  64.1990 | 0.2180 |   8.20 |   8.55 |    789 |  12497 |                0.6156 |               0.6420 |       0.1527 | 1.0332 |     1.0250 |             0.0690 |                0.4828 |     0.0280 |    349916000.0000 |     8.3750000000000000 |                    24.85 |       9.7794805970149254 |  0.00500007788283306594 |              |              |                                   |             |           |            |            |                                |                                     |                     |             | Error: Invalid Delta Skew |                            |                                            |                      |                         | Error: Invalid Delta Skew
 AAPL          | 2025-06-20      |       310.00 | Call |  0.1370 | 0.0050 | -0.0260 |  39.2830 | 0.2190 |   2.56 |   2.93 |    211 |   7018 |                0.5782 |               0.2740 |       0.1534 | 0.9910 |     0.9910 |             0.0862 |                0.3879 |     0.0365 |    217558000.0000 |     2.7450000000000000 |                    54.85 |      12.7342622950819672 |  0.00348751368276353639 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
